,,,,,,,,,,Sine envelope ,Averages,71.9916,82.691,78.953,93.01196667,79.7257,,,,,,,,,,,,,,
,,,,,"causes sigmentation fault, possibly memory errors.",,,,,,,,,,,,,,,,,,,,,,,,,
findneighbors,,500x300,,,,,randomWalk,1000 500,,,,factorial ,,,,,,,,,,,,,,,,,,
,Iteration,0,1,3,,Iteration,0,1,3,,,,,,,,,,,,,,,,,,,,,
,1,10.969,5.981,6.982,,1,5.985,9.974,4.986,,,,,,,,,,,,,,,,,,,,,
,2,6.983,4.987,6.499,,2,4.986,9.973,5.986,,,,,,,,,,,,,,,,,,,,,
,3,5.983,6.982,6.983,,3,5.984,8.976,4.985,,,,,,,,,,,,,,,,,,,,,
,4,6.981,7.978,7.978,,4,6.981,9.973,4.987,,,,,,,,,,,,,,,,,,,,,
,5,9.973,8.976,5.984,,5,6.982,5.984,5.984,,,,,,,,,,,,,,,,,,,,,
,6,5.984,7.979,6.981,,6,6.982,9.482,5.492,,,,,,,,,,,,,,,,,,,,,
,7,11.97,8.976,6.98,,7,4.986,9.973,4.987,,,,,,,,,,,,,,,,,,,,,
,8,11.967,7.979,9.974,,8,9.974,9.973,5.985,,,,,,,,,,,,,,,,,,,,,
,9,5.983,6.982,5.984,,9,5.983,9.974,7.978,,,,,,,,,,,,,,,,,,,,,
,10,6.983,5.982,4.986,,10,6.981,7.978,6.981,,,,,,,,,,,,,,,,,,,,,
,11,5.982,5.985,8.978,,11,5.984,9.974,4.986,,,,,,,,,,,,,,,,,,,,,
,12,4.987,10.975,4.986,,12,4.987,9.973,4.987,,,,,,,,,,,,,,,,,,,,,
,13,4.987,12.961,5.985,,13,5.984,5.984,5.985,,,,,,,,,,,,,,,,,,,,,
,14,9.973,8.98,6.98,,14,5.984,4.986,5.984,,,,,,,,,,,,,,,,,,,,,
,15,13.963,10.966,12.967,,15,4.986,5.984,4.986,,,,,,,,,,,,,,,,,,,,,
,16,5.492,6.981,4.985,,16,6.983,7.979,5.985,,,,,,,,,,,,,,,,,,,,,
,17,9.973,8.977,4.986,,17,5.983,4.986,4.985,,,,,,,,,,,,,,,,,,,,,
,18,7.977,5.983,5.988,,18,4.986,4.988,4.987,,,,,,,,,,,,,,,,,,,,,
,19,12.984,6.982,4.984,,19,5.985,7.978,6.982,,,,,,,,,,,,,,,,,,,,,
,20,4.979,7.981,4.986,,20,5.984,8.976,4.986,,,,,,,,,,,,,,,,,,,,,
,21,6.983,6.98,5.985,,21,5.984,9.974,4.987,,,,,,,,,,,,,,,,,,,,,
,22,6.98,10.97,4.986,,22,5.495,8.976,5.984,,,,,,,,,,,,,,,,,,,,,
,23,4.987,8.975,4.987,,23,5.983,7.978,5.499,,,,,,,,,,,,,,,,,,,,,
,24,7.979,4.981,5.986,,24,6.982,4.986,4.98,,,,,,,,,,,,,,,,,,,,,
,25,6.981,7.98,5.983,,25,4.986,4.988,4.987,,,,,,,,,,,,,,,,,,,,,
,26,9.973,9.972,4.985,,26,7.979,7.979,4.987,,,,,,,,,,,,,,,,,,,,,
,27,5.985,73.803,13.963,,27,6.981,16.954,5.984,,,,,,,,,,,,,,,,,,,,,
,28,11.967,7.979,17.951,,28,4.987,9.973,4.986,,,,,,,,,,,,,,,,,,,,,
,29,5.984,8.976,5.985,,29,5.984,16.956,5.984,,,,,,,,,,,,,,,,,,,,,
,30,8.977,7.978,4.987,,30,4.986,10.97,5.985,,,,,,,,,,,,,,,,,,,,,
,Averages,8.0623,10.27223333,7.0318,,Averages,6.1339,8.7934,5.585566667,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500x300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iterations,single thread,4 threads ,,,,,Iterations,single thread,4 threads ,,,,,,,,,,,,,,,,,,,,,
1,9.758,10.735,,,,,1,3.903,4.879,,,,,,,,,,,,,,,,,,,,,
2,7.808,6.832,,,,,2,6.832,3.903,,,,,,,,,,,,,,,,,,,,,
3,8.785,6.834,,,,,3,2.928,2.928,,,,,,,,,,,,,,,,,,,,,
4,13.664,5.854,,,,,4,3.904,5.857,,,,,,,,,,,,,,,,,,,,,
5,8.784,5.856,,,,,5,2.928,5.859,,,,,,,,,,,,,,,,,,,,,
6,7.807,5.857,,,,,6,3.904,4.878,,,,,,,,,,,,,,,,,,,,,
7,8.784,6.832,,,,,7,2.927,5.854,,,,,,,,,,,,,,,,,,,,,
8,21.471,5.855,,,,,8,5.857,5.856,,,,,,,,,,,,,,,,,,,,,
9,8.785,5.855,,,,,9,3.905,4.879,,,,,,,,,,,,,,,,,,,,,
10,10.735,5.86,,,,,10,2.928,5.857,,,,,,,,,,,,,,,,,,,,,
11,12.689,5.852,,,,,11,2.927,5.39,,,,,,,,,,,,,,,,,,,,,
12,8.783,5.856,,,,,12,3.904,5.855,,,,,,,,,,,,,,,,,,,,,
13,8.826,5.856,,,,,13,2.928,5.855,,,,,,,,,,,,,,,,,,,,,
14,8.742,5.856,,,,,14,11.713,5.856,,,,,,,,,,,,,,,,,,,,,
15,8.825,9.761,,,,,15,3.903,4.881,,,,,,,,,,,,,,,,,,,,,
16,8.744,6.832,,,,,16,2.928,5.856,,,,,,,,,,,,,,,,,,,,,
17,12.687,5.855,,,,,17,3.904,5.855,,,,,,,,,,,,,,,,,,,,,
18,7.808,5.856,,,,,18,2.928,8.785,,,,,,,,,,,,,,,,,,,,,
19,7.809,5.856,,,,,19,3.907,8.784,,,,,,,,,,,,,,,,,,,,,
20,13.664,5.857,,,,,20,2.925,4.88,,,,,,,,,,,,,,,,,,,,,
21,7.808,4.879,,,,,21,2.927,4.881,,,,,,,,,,,,,,,,,,,,,
22,7.807,5.856,,,,,22,3.904,5.857,,,,,,,,,,,,,,,,,,,,,
23,7.808,5.857,,,,,23,2.928,5.854,,,,,,,,,,,,,,,,,,,,,
24,8.784,5.856,,,,,24,2.929,4.881,,,,,,,,,,,,,,,,,,,,,
25,7.808,5.857,,,,,25,3.903,5.856,,,,,,,,,,,,,,,,,,,,,
26,7.808,4.878,,,,,26,2.929,5.864,,,,,,,,,,,,,,,,,,,,,
27,7.809,5.856,,,,,27,3.905,5.848,,,,,,,,,,,,,,,,,,,,,
28,7.807,5.856,,,,,28,2.926,5.387,,,,,,,,,,,,,,,,,,,,,
29,7.808,5.856,,,,,29,2.928,5.856,,,,,,,,,,,,,,,,,,,,,
30,12.716,4.88,,,,,30,3.905,4.88,,,,,,,,,,,,,,,,,,,,,
Averages,9.6307,6.181266667,,,,,Averages,3.8389,5.597033333,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,10000x1000,,,,,,,,,,,,,,,,,
,1000x1000,,,,,pcg,,1000x1000,,,,Iterations,sequential,4 threads,seq no loop,4 no loop,,4,seq,4,seq,,,,,,,,,
Iterations,single thread,4 threads ,,,,,Iterations,single thread,4 threads ,,,1,368.393,365.328,318.923,337.06,337.06,333,1336,332,1341,,,,,,,,,
1,57.887,46.867,,,,,1,88.234,82.744,,,2,320.331,391.46,356.606,339.015,-648.665,334,1324,335,1330,,,,,,,,,
2,28.314,49.867,,,,,2,65.822,138.629,,,3,315.225,329.729,350.153,332.399,345.029,343,1351,341,1334,,,,,,,,,
3,27.053,48.869,,,,,3,66.33,56.925,,,4,342.64,333.09,319.68,333.11,333.11,333,1316,336,1356,,,,,,,,,
4,27.926,49.868,,,,,4,65.823,46.837,,,5,321.021,357.687,350.475,330.145,,353,1348,340,1316,,,,,,,,,
5,26.927,47.871,,,,,5,64.827,46.876,,,6,334.12,350.5,355.933,345.077,345.077,331,1338,371,1353,,,,,,,,,
6,26.928,48.87,,,,,6,65.825,47.38,,,7,321.083,363.534,363.623,372.559,-655.87,349,1327,334,1347,,,,,,,,,
7,26.929,47.871,,,,,7,65.824,47.872,,,8,369.348,339.067,337.866,354.104,336.053,343,1337,335,1338,,,,,,,,,
8,26.439,47.872,,,,,8,65.824,46.384,,,9,316.097,340.097,317.751,340.14,340.14,336,1348,337,1319,,,,,,,,,
9,27.926,47.873,,,,,9,64.869,47.872,,,10,324.99,332.073,342.253,334.106,-666.621,339,1361,336,1329,,,,,,,,,
10,25.931,48.476,,,,,10,72.804,47.38,,,11,318.289,329.657,322.933,348.321,342.905,339,1320,337,1342,,,,,,,,,
11,26.964,49.375,,,,,11,78.789,46.875,,,12,370.879,367.007,320.976,358.026,358.026,371,1330,362,1321,,,,,,,,,
12,25.927,48.87,,,,,12,82.29,46.874,,,13,317.536,377.081,318.772,335.121,-642.421,355,1312,350,1315,,,,,,,,,
13,26.938,53.857,,,,,13,69.811,47.872,,,14,321.272,359.652,349.507,344.589,356.011,335,1340,334,1322,,,,,,,,,
14,33.507,42.885,,,,,14,65.824,46.874,,,15,358.995,336.637,352.923,364.776,364.776,333,1335,337,1337,,,,,,,,,
15,26.928,47.872,,,,,15,65.824,48.87,,,16,343.932,332.117,322.895,330.068,-662.868,342,1328,334,1334,,,,,,,,,
16,25.935,48.868,,,,,16,65.858,47.871,,,17,330.494,329.082,368.062,327.161,337.314,358,1324,334,1350,,,,,,,,,
17,26.89,48.871,,,,,17,65.87,65.336,,,18,347.64,335.151,338.502,337.925,337.925,333,1340,340,1313,,,,,,,,,
18,26.928,48.869,,,,,18,65.818,59.839,,,19,320.38,354.005,350.356,332.147,-663.861,344,1320,337,1334,,,,,,,,,
19,25.965,48.869,,,,,19,65.83,59.841,,,20,335.491,332.095,333.477,338.163,338.078,353,1336,334,1323,,,,,,,,,
20,26.928,49.867,,,,,20,65.902,63.828,,,21,317.621,346.922,319.894,339.112,339.112,338,1325,361,1315,,,,,,,,,
21,25.934,49.866,,,,,21,64.791,56.848,,,22,341.064,331.118,336.994,354.055,-660.431,335,1344,378,1348,,,,,,,,,
22,26.924,47.872,,,,,22,65.863,55.851,,,23,309.81,331.373,317.92,360.036,334.186,338,1331,332,1326,,,,,,,,,
23,25.934,47.872,,,,,23,65.82,48.869,,,24,319.198,332.148,338.435,334.388,334.388,340,1321,341,1329,,,,,,,,,
24,26.891,48.379,,,,,24,65.864,48.869,,,25,311.745,334.12,360.392,343.113,-654.786,340,1336,349,1338,,,,,,,,,
25,26.963,47.871,,,,,25,65.073,46.874,,,26,343.411,347.087,322.044,332.109,373.507,333,1327,334,1444,,,,,,,,,
26,26.894,49.867,,,,,26,66.075,48.87,,,27,358.267,332.608,364.345,360.037,360.037,346,1346,343,1342,,,,,,,,,
27,26.946,48.869,,,,,27,65.827,46.874,,,28,328.65,327.16,379.146,353.881,-642.946,375,1321,338,1332,,,,,,,,,
28,26.943,48.869,,,,,28,65.976,47.872,,,29,325.528,365.023,324.024,335.789,330.619,351,1353,341,1329,,,,,,,,,
29,26.935,48.87,,,,,29,66.428,47.873,,,30,367.741,340.091,355.065,335.195,-636.968,405,1318,335,1366,,,,,,,,,
30,26.918,46.875,,,,,30,64.86,47.871,,,Averages,334.0397,344.7566333,340.3308333,342.7242333,369.045,345.2666667,1333.1,341.6,1337.433333,,,,,,,,,
Averages,28.08173333,48.59056667,,,,,Averages,67.81916667,54.655,,,4,1,4,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,fillIn,,findneighbors,,,selectfunctions,,,randomwalk,,,,,,,,,,,,,,,,,,,,
,10000x1000,,,10000x1000,,,10000x1000,,,10000x1000,,,,,,,,,,,,,,,,,,,,
,sequential ,1 threads,percent difference,sequential ,4 threads,percent difference,schwefel,sequential ,4 threads,percent difference,sequential ,4 threads,percent difference,,,,,,,,,,,,,,,,,
,208.7792,204.9492,1.83%,1337.433333,341.6,74.46%,schwefel,985,265,73.10%,103,26,74.76%,,,,,,,,,,,,,,,,,
,,,,,,,sineEv,sequential ,4 threads,percent difference,,,,,,,,,,,,,,,,,,,,
,,,,,,,sineEv,5626,1413,74.88%,,,,,,,,,,,,,,,,,,,,
